,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycle_Glass,Recycle_Metal,Recycle_Paper,Recycle_Plastic,Cook_Airfryer,Cook_Grill,Cook_Microwave,Cook_Oven,Cook_Stove
6354,overweight,female,vegan,twice a day,electricity,walk/bicycle,none,sometimes,78,never,47,large,5,14,41,22,2,1305,0,1,1,0,1,1,1,0,0
6355,obese,male,pescatarian,less frequently,wood,public,bus,never,128,frequently,1574,large,1,11,6,16,2,1814,0,1,0,0,1,1,1,1,1
6356,overweight,male,pescatarian,daily,coal,walk/bicycle,none,never,54,very frequently,62,extra large,1,0,49,13,0,3051,0,1,1,1,1,1,0,1,1
6357,underweight,male,vegan,more frequently,coal,walk/bicycle,none,often,55,frequently,74,small,3,22,16,0,2,1741,0,0,0,0,1,1,1,0,0
6358,underweight,female,vegan,daily,electricity,public,bus,never,110,rarely,1770,small,1,1,19,18,1,921,0,0,0,1,1,1,0,1,1
6359,normal,female,vegan,less frequently,natural gas,public,bus,sometimes,167,never,323,medium,1,7,37,17,1,836,1,1,1,1,1,1,1,0,1
6360,underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,none,sometimes,80,rarely,22,large,1,24,22,6,1,1079,1,0,0,0,1,1,0,0,0
6361,obese,male,pescatarian,less frequently,wood,private,petrol,never,273,frequently,2276,small,1,23,24,12,2,2861,0,1,1,1,0,0,0,0,1
6362,overweight,female,pescatarian,more frequently,coal,public,bus,sometimes,206,very frequently,1732,extra large,3,19,23,12,2,2893,0,1,0,1,0,0,0,0,0
6363,normal,female,omnivore,less frequently,wood,public,bus,never,206,very frequently,409,large,7,11,8,8,2,2477,0,0,1,1,1,1,0,0,0
6364,obese,female,pescatarian,twice a day,natural gas,private,petrol,often,159,rarely,7056,large,5,23,43,10,1,5023,1,0,0,0,1,1,0,0,0
6365,overweight,male,pescatarian,less frequently,coal,private,diesel,often,284,rarely,9156,extra large,2,0,40,16,0,4749,0,0,0,0,0,0,0,1,0
6366,underweight,male,pescatarian,more frequently,wood,walk/bicycle,none,never,101,rarely,55,large,7,11,2,7,0,1355,1,0,1,1,1,1,1,1,0
6367,underweight,male,vegan,less frequently,wood,walk/bicycle,none,sometimes,98,rarely,48,large,6,21,11,0,1,1371,0,1,0,1,0,0,1,1,1
6368,underweight,female,vegan,twice a day,wood,private,hybrid,never,63,never,7569,medium,7,0,39,23,0,2147,1,1,1,1,1,1,1,0,0
6369,underweight,male,vegetarian,more frequently,natural gas,public,bus,sometimes,121,never,40,extra large,3,2,14,19,1,1400,0,0,0,0,0,0,1,0,0
6370,overweight,female,vegan,more frequently,wood,walk/bicycle,none,never,106,frequently,71,small,6,14,48,9,1,1803,1,0,1,0,0,0,1,0,0
6371,overweight,male,vegetarian,daily,natural gas,public,bus,often,260,very frequently,1046,small,2,12,44,0,0,2768,1,1,1,1,0,0,0,1,1
6372,overweight,female,omnivore,less frequently,natural gas,public,bus,often,132,rarely,1521,medium,7,9,19,20,2,1803,1,0,0,1,1,1,0,1,0
6373,normal,female,vegan,more frequently,natural gas,private,petrol,often,292,never,3550,extra large,5,19,36,18,2,2752,0,1,1,1,1,1,1,1,0
6374,obese,male,omnivore,more frequently,natural gas,walk/bicycle,none,sometimes,105,never,67,large,1,18,28,20,0,1599,1,0,0,0,0,0,1,0,1
6375,normal,male,pescatarian,more frequently,coal,private,lpg,often,261,never,7467,extra large,2,6,38,18,2,4115,1,0,0,0,0,0,0,1,1
6376,overweight,female,vegetarian,twice a day,coal,walk/bicycle,none,often,173,very frequently,47,medium,1,11,27,0,1,2549,0,0,0,1,0,0,1,0,1
6377,underweight,male,pescatarian,twice a day,coal,public,bus,never,51,rarely,643,medium,5,14,8,13,2,1130,1,1,1,1,0,0,1,1,1
6378,overweight,female,omnivore,daily,coal,private,diesel,never,210,never,7459,extra large,4,2,7,20,2,3445,1,1,0,0,0,0,0,0,1
6379,overweight,male,pescatarian,twice a day,coal,public,bus,often,97,never,1013,small,3,8,46,22,1,1962,0,0,1,1,1,1,0,0,1
6380,obese,male,omnivore,more frequently,natural gas,walk/bicycle,none,often,139,never,5,small,7,10,41,11,0,1984,1,0,1,1,1,1,0,1,1
6381,normal,female,pescatarian,more frequently,electricity,walk/bicycle,none,never,87,never,27,large,6,2,27,17,0,1238,1,0,0,0,0,0,1,0,1
6382,normal,male,pescatarian,daily,natural gas,walk/bicycle,none,never,50,frequently,0,large,3,15,13,9,1,1381,1,1,1,1,0,0,0,1,1
6383,overweight,female,omnivore,more frequently,natural gas,walk/bicycle,none,often,79,rarely,77,small,3,12,4,15,1,1218,0,1,0,0,0,0,0,1,1
6384,normal,male,vegan,more frequently,natural gas,walk/bicycle,none,often,258,frequently,32,extra large,7,0,40,3,2,3022,0,0,0,1,1,1,1,1,0
6385,obese,male,vegetarian,daily,natural gas,private,petrol,never,168,rarely,28,extra large,3,3,34,7,1,1719,1,1,1,0,1,1,1,0,0
6386,underweight,female,vegetarian,twice a day,wood,private,hybrid,often,82,very frequently,1334,large,6,12,24,11,1,2444,1,0,1,1,0,0,0,0,0
6387,overweight,female,omnivore,less frequently,electricity,public,bus,often,133,never,1993,medium,5,1,11,13,2,1185,0,0,0,1,1,1,1,0,0
6388,overweight,female,omnivore,more frequently,electricity,private,petrol,often,259,never,723,extra large,5,17,4,7,1,1880,0,0,0,0,0,0,1,0,0
6389,overweight,male,omnivore,more frequently,natural gas,public,bus,never,86,frequently,422,medium,7,8,47,3,0,2632,1,0,1,1,1,1,0,1,1
6390,overweight,male,vegetarian,daily,coal,private,petrol,often,237,rarely,7831,extra large,6,20,37,17,1,5880,1,1,0,1,0,0,0,0,0
6391,underweight,female,pescatarian,less frequently,electricity,private,electric,never,245,rarely,5264,large,1,19,16,0,1,836,1,0,0,0,1,1,0,0,0
6392,obese,male,pescatarian,more frequently,natural gas,private,petrol,never,226,very frequently,4368,medium,4,10,30,17,0,5303,1,1,0,1,1,1,0,0,0
6393,normal,male,vegetarian,twice a day,natural gas,private,diesel,sometimes,158,rarely,6369,medium,3,12,26,5,1,2705,1,1,1,1,0,0,1,0,1
6394,underweight,male,vegan,twice a day,coal,walk/bicycle,none,sometimes,186,never,94,small,1,6,3,5,2,773,1,1,0,1,1,1,1,0,1
6395,overweight,female,omnivore,less frequently,wood,public,bus,never,102,never,556,large,5,20,13,4,1,1225,0,1,0,0,0,0,0,1,0
6396,underweight,female,pescatarian,less frequently,electricity,walk/bicycle,none,never,190,rarely,7,medium,7,23,4,2,0,769,1,1,1,0,1,1,1,0,1
6397,normal,female,vegan,more frequently,coal,private,electric,often,91,very frequently,5320,extra large,7,20,42,5,1,3085,1,0,1,1,1,1,1,0,0
6398,normal,female,vegetarian,twice a day,coal,public,bus,often,238,never,850,small,3,23,36,13,0,1396,0,1,1,0,0,0,1,1,0
6399,underweight,female,omnivore,more frequently,natural gas,walk/bicycle,none,often,146,never,32,medium,4,19,46,8,0,1540,0,1,0,0,0,0,0,1,1
6400,overweight,male,pescatarian,less frequently,wood,walk/bicycle,none,never,163,very frequently,32,medium,3,4,35,12,1,2938,0,1,0,0,1,1,1,0,0
6401,obese,male,vegetarian,less frequently,electricity,private,hybrid,sometimes,109,never,7452,large,5,10,39,20,2,3255,0,1,1,0,1,1,0,0,1
6402,overweight,male,omnivore,daily,coal,public,bus,never,218,very frequently,1379,medium,1,13,21,19,1,3015,0,1,0,1,0,0,0,1,0
6403,overweight,female,vegetarian,more frequently,natural gas,public,bus,often,61,never,64,medium,2,14,5,2,0,779,0,1,1,0,1,1,1,1,1
6404,underweight,male,pescatarian,less frequently,natural gas,private,hybrid,sometimes,122,very frequently,3077,medium,5,16,8,3,2,2728,0,1,0,0,0,0,0,1,1
6405,normal,female,omnivore,daily,wood,walk/bicycle,none,sometimes,296,frequently,9,small,4,22,6,12,0,1657,0,1,0,0,1,1,1,0,1
6406,normal,male,vegetarian,less frequently,wood,public,bus,often,121,very frequently,1333,large,3,9,22,16,0,3043,0,0,1,0,1,1,1,0,0
6407,normal,male,pescatarian,less frequently,coal,public,bus,never,153,very frequently,4,small,5,19,27,21,0,2705,0,1,0,1,0,0,1,1,1
6408,obese,female,pescatarian,twice a day,natural gas,walk/bicycle,none,never,101,frequently,66,extra large,5,3,19,17,1,2266,0,1,1,0,1,1,0,1,1
6409,underweight,male,vegan,more frequently,wood,walk/bicycle,none,never,217,rarely,78,extra large,2,15,44,2,1,1656,1,0,0,1,1,1,0,1,0
6410,underweight,female,omnivore,twice a day,electricity,walk/bicycle,none,sometimes,240,rarely,74,small,6,2,32,5,2,1092,1,1,0,1,0,0,1,1,0
6411,obese,male,pescatarian,less frequently,coal,private,hybrid,never,212,very frequently,1171,extra large,6,19,37,3,1,4324,0,0,1,0,0,0,0,0,1
6412,underweight,male,vegetarian,daily,electricity,public,bus,never,188,very frequently,611,large,2,4,29,0,0,2146,0,1,0,0,0,0,1,0,0
6413,overweight,male,omnivore,twice a day,electricity,private,lpg,sometimes,298,very frequently,8697,large,4,23,32,2,0,5808,0,1,1,0,0,0,1,1,1
6414,underweight,female,pescatarian,more frequently,coal,public,bus,never,114,very frequently,138,small,3,13,48,0,1,2424,0,0,0,1,1,1,1,1,1
6415,overweight,male,vegan,less frequently,electricity,public,bus,sometimes,145,very frequently,105,medium,6,23,48,10,2,3149,0,1,0,1,1,1,1,0,1
6416,overweight,female,vegan,daily,coal,private,petrol,sometimes,135,frequently,9604,extra large,3,19,6,0,0,5307,0,0,0,1,0,0,1,0,1
6417,overweight,male,vegetarian,less frequently,wood,public,bus,never,56,very frequently,1774,extra large,1,4,8,9,1,2265,1,1,0,1,1,1,0,0,1
6418,normal,female,pescatarian,daily,electricity,public,bus,sometimes,226,never,1315,medium,2,16,21,6,2,725,1,1,1,0,1,1,1,1,1
6419,overweight,male,omnivore,daily,coal,walk/bicycle,none,sometimes,280,never,42,small,2,1,23,18,2,1889,0,0,0,0,1,1,0,1,0
6420,underweight,male,vegan,daily,natural gas,walk/bicycle,none,sometimes,72,frequently,55,medium,7,6,42,12,0,2248,1,1,0,1,1,1,0,0,1
6421,normal,female,vegetarian,twice a day,coal,walk/bicycle,none,often,50,rarely,6,medium,6,7,32,1,0,1733,0,1,0,0,1,1,1,0,1
6422,normal,male,omnivore,daily,coal,public,bus,sometimes,70,never,1920,extra large,6,1,27,22,1,2007,1,1,1,1,0,0,0,1,1
6423,overweight,female,omnivore,less frequently,coal,private,hybrid,never,109,very frequently,4450,medium,1,0,18,11,1,3255,1,0,0,1,0,0,0,0,0
6424,obese,female,vegan,twice a day,natural gas,public,bus,sometimes,162,never,967,medium,6,16,16,1,2,1179,1,1,0,1,1,1,1,0,1
6425,underweight,male,vegetarian,daily,wood,public,bus,never,215,frequently,358,large,1,1,1,7,0,1252,1,1,0,1,1,1,0,1,1
6426,normal,female,vegetarian,twice a day,wood,walk/bicycle,none,never,130,never,4,small,6,12,33,6,1,909,0,1,1,1,0,0,1,1,0
6427,normal,female,vegan,daily,electricity,public,bus,often,150,rarely,672,extra large,2,21,20,7,0,1074,1,1,0,0,0,0,0,0,0
6428,overweight,male,vegetarian,more frequently,natural gas,public,bus,never,293,never,74,extra large,4,16,46,0,1,1933,0,1,1,0,1,1,1,1,0
6429,overweight,male,pescatarian,more frequently,natural gas,walk/bicycle,none,often,180,never,66,extra large,2,12,37,21,2,2097,0,0,0,0,1,1,1,1,0
6430,normal,female,omnivore,twice a day,wood,public,bus,sometimes,166,very frequently,418,medium,5,16,4,1,1,2270,1,0,0,0,0,0,1,1,1
6431,underweight,male,vegan,daily,wood,private,petrol,never,215,never,9846,large,1,15,21,3,1,4335,1,0,1,1,0,0,0,1,1
6432,obese,male,vegan,daily,natural gas,private,lpg,never,260,never,2822,large,1,21,10,22,1,2023,1,1,0,0,0,0,0,0,1
6433,underweight,male,omnivore,twice a day,coal,public,bus,often,52,very frequently,444,small,1,5,27,24,0,2556,1,0,1,1,1,1,0,0,1
6434,underweight,female,pescatarian,less frequently,wood,walk/bicycle,none,never,65,rarely,58,small,1,7,39,13,2,933,1,0,1,1,0,0,1,0,1
6435,overweight,female,vegan,less frequently,coal,public,bus,sometimes,299,very frequently,1692,small,1,4,49,24,0,2929,1,1,0,1,1,1,1,0,1
6436,underweight,female,omnivore,more frequently,electricity,private,petrol,never,121,never,5401,small,1,16,8,13,1,2063,1,1,1,0,0,0,1,0,1
6437,overweight,female,pescatarian,daily,wood,public,bus,sometimes,137,rarely,956,large,1,22,25,20,2,1316,0,1,0,1,1,1,0,0,1
6438,overweight,female,vegan,daily,wood,private,electric,never,108,very frequently,2701,extra large,1,22,11,12,0,2099,0,0,1,0,1,1,1,0,0
6439,normal,female,omnivore,less frequently,electricity,public,bus,sometimes,151,frequently,1502,large,7,20,34,6,0,2039,0,1,1,1,1,1,0,1,1
6440,obese,male,vegetarian,twice a day,natural gas,walk/bicycle,none,never,67,rarely,24,medium,4,13,40,11,1,2090,0,0,0,1,1,1,1,1,1
6441,obese,male,omnivore,more frequently,electricity,public,bus,sometimes,207,never,1575,large,1,13,25,15,1,1652,1,0,0,0,1,1,1,1,0
6442,normal,male,pescatarian,more frequently,wood,private,electric,sometimes,242,frequently,2509,extra large,2,20,11,4,2,1789,0,1,0,1,1,1,0,0,0
6443,underweight,female,vegetarian,twice a day,wood,private,electric,never,145,frequently,379,large,7,14,10,16,0,1602,1,1,1,0,0,0,1,1,0
6444,underweight,male,vegetarian,less frequently,coal,private,petrol,sometimes,116,never,3768,medium,2,20,13,1,1,2467,1,0,0,0,1,1,0,1,1
6445,underweight,male,omnivore,more frequently,coal,public,bus,often,195,frequently,526,small,6,22,32,6,0,2508,0,0,0,0,0,0,1,0,0
6446,obese,female,omnivore,more frequently,natural gas,walk/bicycle,none,often,199,frequently,18,extra large,1,20,7,8,0,1883,1,0,1,0,1,1,1,0,1
6447,normal,female,vegetarian,twice a day,electricity,private,petrol,sometimes,171,rarely,8554,extra large,6,13,7,9,0,4076,0,1,0,1,1,1,1,1,0
6448,underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,none,often,224,frequently,11,extra large,1,6,4,22,0,1187,1,1,1,1,1,1,0,0,0
6449,obese,male,vegan,more frequently,natural gas,public,bus,sometimes,67,never,1928,medium,4,14,21,20,1,1626,1,1,0,0,1,1,0,1,0
6450,overweight,female,vegan,less frequently,wood,public,bus,often,162,frequently,874,small,7,12,43,8,2,1871,0,1,1,1,0,0,0,1,0
6451,overweight,female,omnivore,twice a day,natural gas,walk/bicycle,none,often,109,never,62,large,5,0,23,9,1,1446,1,0,1,1,1,1,0,1,0
6452,underweight,male,omnivore,twice a day,coal,walk/bicycle,none,often,236,very frequently,79,medium,3,8,2,20,1,2682,0,1,1,1,1,1,1,1,1
6453,overweight,female,pescatarian,daily,natural gas,public,bus,never,295,very frequently,1216,extra large,1,7,13,7,0,2386,0,0,1,0,1,1,1,0,0
6454,underweight,male,vegan,twice a day,natural gas,walk/bicycle,none,never,245,rarely,63,small,7,17,1,24,0,1240,0,0,1,0,1,1,0,1,0
6455,obese,female,omnivore,daily,electricity,walk/bicycle,none,sometimes,55,never,81,extra large,3,4,13,6,1,1014,0,1,0,0,1,1,1,1,1
6456,underweight,male,omnivore,less frequently,wood,private,diesel,sometimes,65,rarely,4224,extra large,6,1,41,23,0,2909,1,1,1,0,1,1,0,0,1
6457,underweight,female,pescatarian,twice a day,electricity,walk/bicycle,none,often,141,frequently,30,large,3,24,23,12,0,1548,0,0,1,0,0,0,0,1,0
6458,underweight,male,omnivore,daily,electricity,public,bus,never,201,rarely,998,medium,7,7,9,0,2,1079,0,0,1,1,0,0,0,0,0
6459,underweight,female,omnivore,less frequently,natural gas,private,lpg,sometimes,233,never,5513,extra large,3,22,42,24,2,2591,0,0,1,1,1,1,0,1,0
6460,normal,male,omnivore,daily,natural gas,private,petrol,often,267,very frequently,7916,extra large,7,20,17,9,1,6498,0,1,1,1,0,0,1,0,0
6461,underweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,205,frequently,2458,extra large,2,14,25,23,0,2322,0,0,1,0,0,0,0,0,0
6462,overweight,male,vegetarian,daily,natural gas,walk/bicycle,none,often,256,rarely,97,small,4,6,39,9,1,1972,1,0,0,0,1,1,1,1,0
6463,overweight,male,pescatarian,less frequently,electricity,public,bus,often,217,frequently,1725,large,3,9,11,11,2,2107,0,0,1,0,1,1,1,1,0
6464,underweight,male,omnivore,less frequently,wood,public,bus,sometimes,84,rarely,915,extra large,7,12,25,18,2,1863,1,1,1,0,1,1,1,1,0
6465,normal,female,vegan,more frequently,wood,walk/bicycle,none,sometimes,172,very frequently,64,small,5,10,47,7,2,2382,0,0,1,0,0,0,1,0,1
6466,normal,female,pescatarian,more frequently,wood,private,lpg,sometimes,285,frequently,389,extra large,1,21,33,11,2,1971,0,0,0,0,0,0,1,1,1
6467,obese,male,vegetarian,twice a day,coal,walk/bicycle,none,never,79,very frequently,74,small,7,5,1,11,1,2616,1,1,1,0,1,1,0,0,0
6468,underweight,female,vegan,daily,natural gas,private,hybrid,often,118,frequently,3326,small,1,0,5,5,2,1663,0,0,0,0,0,0,0,0,1
6469,underweight,male,omnivore,more frequently,wood,public,bus,sometimes,62,frequently,893,small,3,14,24,8,1,1528,1,1,1,1,0,0,1,1,0
6470,obese,female,pescatarian,daily,electricity,walk/bicycle,none,never,139,very frequently,14,extra large,4,16,17,5,1,2415,0,1,1,0,0,0,0,0,1
6471,underweight,female,pescatarian,less frequently,coal,public,bus,often,242,frequently,574,large,3,4,7,21,1,1799,0,1,0,1,0,0,1,0,1
6472,obese,female,vegetarian,daily,coal,private,electric,never,192,never,6395,extra large,4,4,22,3,0,1585,1,0,1,1,1,1,0,1,0
6473,obese,male,vegetarian,twice a day,natural gas,public,bus,never,202,never,940,medium,6,3,33,18,1,1835,0,1,1,1,1,1,0,1,0
6474,overweight,male,omnivore,less frequently,natural gas,public,bus,often,101,very frequently,1850,large,7,3,11,17,0,3473,0,0,0,0,1,1,0,0,1
6475,overweight,male,pescatarian,twice a day,wood,public,bus,sometimes,182,rarely,1752,medium,6,1,28,18,0,2035,1,0,1,0,1,1,1,0,0
6476,normal,female,omnivore,less frequently,coal,walk/bicycle,none,never,271,rarely,51,extra large,5,4,19,18,2,1831,0,0,1,1,0,0,1,0,0
6477,underweight,female,pescatarian,daily,electricity,private,petrol,sometimes,164,rarely,1884,medium,4,21,46,10,1,1861,1,0,0,1,1,1,1,0,0
6478,normal,female,vegan,twice a day,wood,private,hybrid,often,225,never,8268,extra large,3,20,5,8,0,2188,1,1,1,0,1,1,0,1,1
6479,underweight,female,vegetarian,daily,electricity,public,bus,sometimes,292,frequently,1250,extra large,7,11,27,21,0,2318,0,0,0,1,0,0,0,1,0
6480,normal,male,vegan,less frequently,electricity,public,bus,often,116,never,907,small,2,10,13,17,1,758,1,1,0,0,1,1,1,0,0
6481,underweight,male,vegetarian,less frequently,natural gas,private,petrol,never,129,rarely,1877,large,5,2,13,15,1,2054,0,0,1,0,1,1,1,0,0
6482,obese,female,pescatarian,daily,natural gas,private,lpg,often,99,very frequently,6558,large,6,16,18,10,0,4773,0,1,0,1,0,0,0,0,0
6483,underweight,female,vegan,twice a day,natural gas,public,bus,never,54,frequently,1005,large,7,0,12,0,2,1723,0,0,1,0,1,1,0,1,1
6484,underweight,female,vegetarian,twice a day,natural gas,private,lpg,often,128,rarely,1670,large,4,20,13,5,0,1765,0,0,0,1,1,1,1,1,1
6485,obese,female,pescatarian,more frequently,electricity,private,diesel,often,252,rarely,9362,medium,5,18,31,11,1,3978,0,0,1,1,0,0,1,0,0
6486,obese,female,omnivore,more frequently,wood,private,diesel,never,88,very frequently,708,large,3,21,14,22,1,2820,1,1,0,0,1,1,0,0,0
6487,overweight,male,vegan,daily,natural gas,private,lpg,sometimes,103,rarely,2348,extra large,3,13,20,3,2,2058,0,1,1,0,0,0,1,1,1
6488,normal,male,pescatarian,twice a day,electricity,private,petrol,never,281,never,6134,large,1,6,12,3,2,2982,1,0,0,1,0,0,1,0,1
6489,underweight,male,pescatarian,daily,coal,public,bus,often,171,rarely,957,large,2,10,13,14,1,1667,0,0,0,1,0,0,0,0,1
6490,underweight,female,vegan,daily,electricity,public,bus,sometimes,179,very frequently,424,small,3,16,43,14,1,2041,0,0,1,0,0,0,0,1,1
6491,normal,male,omnivore,twice a day,wood,walk/bicycle,none,often,142,never,11,extra large,6,15,49,12,0,2392,1,1,0,0,1,1,1,1,0
6492,normal,male,pescatarian,more frequently,electricity,public,bus,often,224,very frequently,553,small,2,15,21,4,1,2248,1,0,1,0,1,1,1,0,1
6493,underweight,female,pescatarian,daily,coal,public,bus,often,185,frequently,1645,large,5,19,40,23,1,2360,1,1,0,1,1,1,1,0,0
6494,obese,male,vegan,less frequently,electricity,walk/bicycle,none,often,221,never,45,extra large,3,22,12,6,2,1311,0,0,1,0,1,1,1,1,1
6495,normal,male,pescatarian,less frequently,natural gas,public,bus,sometimes,293,very frequently,441,small,1,5,40,16,1,2604,1,1,0,0,0,0,1,0,0
6496,obese,male,pescatarian,daily,electricity,public,bus,often,235,never,1208,medium,3,9,32,19,0,1579,1,0,1,1,0,0,0,0,1
6497,normal,male,vegetarian,daily,wood,walk/bicycle,none,sometimes,294,frequently,52,small,4,11,46,3,0,2196,1,0,0,1,0,0,1,0,1
6498,normal,male,pescatarian,more frequently,natural gas,public,bus,often,203,never,1001,medium,6,24,38,14,0,1767,1,1,1,0,1,1,1,0,0
6499,normal,female,pescatarian,less frequently,coal,private,electric,sometimes,260,very frequently,3807,extra large,5,24,46,21,0,3313,0,0,1,0,1,1,0,0,0
6500,overweight,male,vegan,more frequently,wood,public,bus,often,231,frequently,333,medium,2,1,30,4,2,2160,0,1,0,1,1,1,1,1,1
6501,overweight,male,vegan,less frequently,coal,walk/bicycle,none,often,278,never,60,large,3,8,25,9,2,1536,1,1,1,1,1,1,0,1,0
6502,obese,male,vegetarian,daily,wood,walk/bicycle,none,sometimes,215,never,37,small,6,18,43,5,2,1954,0,1,0,0,1,1,1,1,1
6503,underweight,female,pescatarian,less frequently,coal,private,diesel,often,216,never,3149,medium,2,24,17,3,0,1828,0,0,1,0,0,0,0,1,1
6504,overweight,female,vegetarian,daily,electricity,walk/bicycle,none,sometimes,162,frequently,6,small,7,5,0,4,1,1249,0,0,1,0,1,1,0,1,1
6505,underweight,female,pescatarian,twice a day,wood,walk/bicycle,none,never,54,very frequently,92,extra large,7,5,40,10,0,2674,0,1,1,1,1,1,1,1,0
6506,obese,female,omnivore,twice a day,electricity,walk/bicycle,none,sometimes,67,very frequently,31,extra large,1,18,28,1,0,2392,0,0,0,0,1,1,1,0,0
